Experiment,User_ID,Turn,Traj_Type,V_state,Action_Q,Advantage,H_state,H_action,Delta_H_state,Delta_H_action,Dissonance,Sys_Strategy,Sys_Category,Prev_User_Strategy,Prev_User_Category
Qwen3-8B,persona_36,6,branch,0.0,0.0,0.0,0.48412668509866624,0.0,-0.10656466469025333,-0.4513030870938565,0.48412668509866624,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_36,6,branch,0.0,0.0,0.0,0.49865427057539213,0.23752579258255999,-0.09203707921352744,-0.21377729451129654,0.2611284779928321,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_36,6,branch,0.0,0.0,0.0,0.5675786320939176,0.0,-0.023112717695002005,-0.4513030870938565,0.5675786320939176,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_36,7,root,0.0,0.0,0.0,0.5621381666202935,0.10576781482022161,0.03558991531671285,-0.3456773653894809,0.45637035180007185,Personal Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_36,7,branch,0.0,0.0,0.0,0.4914293052519368,0.0,-0.03511894605164384,-0.45144518020970253,0.4914293052519368,Source Related Inquiry,Exploration,Personal Choice,Defensive
Qwen3-8B,persona_36,7,branch,0.0,0.0,0.0,0.47198685253367517,0.18876395747108607,-0.054561398769905456,-0.2626812227386165,0.28322289506258913,Logical Appeal,Core Persuasion,Personal Choice,Defensive
Qwen3-8B,persona_36,7,branch,0.0,0.0,0.0,0.4877741977422253,0.061811570551135286,-0.038774053561355326,-0.38963360965856725,0.42596262719109,Foot in the Door,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_36,7,branch,0.0,0.0,0.0,0.4790996880325607,0.0,-0.04744856327101993,-0.45144518020970253,0.4790996880325607,Self Modeling,Action Facilitation,Personal Choice,Defensive
Qwen3-8B,persona_36,8,root,0.0,0.0,0.0,0.48341824959001595,0.22597605541751303,-0.07871991703027753,0.12020824059729142,0.2574421941725029,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_36,8,branch,0.0,0.0,0.0,0.493191707260631,0.19241921488576286,-0.06894645935966248,0.08665140006554124,0.30077249237486814,Source Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_36,8,branch,0.0,0.0,0.0,0.5768637163911056,0.2651521188379376,0.014725549770812085,0.15938430401771597,0.31171159755316796,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_36,8,branch,0.0,0.0,0.0,0.4748298561977954,0.10420837591016681,-0.08730831042249809,-0.0015594389100548056,0.3706214802876286,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_36,8,branch,0.0,0.0,0.0,0.49306871249927947,0.34507791706776564,-0.069069454121014,0.239310102247544,0.14799079543151383,Emotion Appeal,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_36,9,root,0.0,0.0,0.0,0.5109624254167213,0.21549060059392813,0.027544175826705375,-0.0104854548235849,0.2954718248227932,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_36,9,branch,0.0,0.0,0.0,0.39838540636426734,0.18443608049080473,-0.08503284322574861,-0.0415399749267083,0.2139493258734626,Source Related Inquiry,Exploration,Others,Evasion
Qwen3-8B,persona_36,9,branch,0.0,0.0,0.0,0.4000822145023427,0.4354020755414554,-0.08333603508767323,0.20942602012394235,-0.035319861039112666,Self Modeling,Action Facilitation,Others,Evasion
Qwen3-8B,persona_36,9,branch,0.0,0.0,0.0,0.49318593937755006,0.0,0.009767689787534117,-0.22597605541751303,0.49318593937755006,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_36,9,branch,0.0,0.0,0.0,0.48887325751365207,0.11317991992861702,0.005455007923636124,-0.11279613548889601,0.37569333758503504,Source Related Inquiry,Exploration,Others,Evasion
Qwen3-8B,persona_36,10,root,0.0,0.0,0.0,0.5680706973467868,0.012295126754192236,0.05710827193006551,-0.2031954738397359,0.5557755705925946,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_36,10,branch,0.0,0.0,0.0,0.5009072583842883,0.14603540253678218,-0.010055167032433032,-0.06945519805714595,0.35487185584750613,Self Modeling,Action Facilitation,Others,Evasion
Qwen3-8B,persona_36,10,branch,0.0,0.0,0.0,0.438814942609407,0.22846509790521166,-0.07214748280731431,0.012974497311283528,0.21034984470419535,Task Related Inquiry,Exploration,Others,Evasion
Qwen3-8B,persona_36,10,branch,0.0,0.0,0.0,0.4855230421354798,0.30018616985356256,-0.025439383281241512,0.08469556925963442,0.18533687228191725,Source Related Inquiry,Exploration,Others,Evasion
Qwen3-8B,persona_36,10,branch,0.0,0.0,0.0,0.5662382078051267,0.33393017216565707,0.05527578238840536,0.11843957157172894,0.2323080356394696,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_82,2,root,0.4,1.0,0.6,0.40105165016697464,0.4856697526487889,0.0,0.0,-0.08461810248181428,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_82,2,branch,0.4,0.0,-0.4,0.44769508090940696,0.31225170590006224,0.0,0.0,0.13544337500934472,Logical Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_82,2,branch,0.4,0.0,-0.4,0.430651539561301,0.2149431504402777,0.0,0.0,0.21570838912102328,Credibility Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_82,2,branch,0.4,1.0,0.6,0.44060583811205983,0.2651210028892594,0.0,0.0,0.17548483522280045,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_82,2,branch,0.4,0.0,-0.4,0.40933613766611,0.4120077763211253,0.0,0.0,-0.002671638655015296,Logical Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_82,3,root,0.2,1.0,0.8,0.3549561619003317,0.3026757652615549,-0.04609548826664295,-0.18299398738723405,0.052280396638776816,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_82,3,branch,0.2,0.0,-0.2,0.37717456069239874,0.0,-0.023877089474575897,-0.4856697526487889,0.37717456069239874,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,3,branch,0.2,0.0,-0.2,0.37206723072922687,0.0,-0.028984419437747766,-0.4856697526487889,0.37206723072922687,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,3,branch,0.2,0.0,-0.2,0.3423619964962656,0.31059165687017115,-0.05868965367070905,-0.17507809577861777,0.031770339626094435,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,3,branch,0.2,0.0,-0.2,0.34051425103119515,0.0,-0.06053739913577949,-0.4856697526487889,0.34051425103119515,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,4,root,0.2,1.0,0.8,0.4439701864933815,9.919002814949665e-05,0.0890140245930498,-0.30257657523340536,0.443870996465232,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,4,branch,0.2,0.0,-0.2,0.42606988775518734,0.0,0.07111372585485565,-0.3026757652615549,0.42606988775518734,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,4,branch,0.2,0.0,-0.2,0.326438257628482,0.0,-0.028517904271849692,-0.3026757652615549,0.326438257628482,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,4,branch,0.2,0.0,-0.2,0.30677950827976685,0.3485817953675492,-0.048176653620564835,0.04590603010599431,-0.04180228708778233,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_82,4,branch,0.2,0.0,-0.2,0.33516593663412003,0.0,-0.01979022526621166,-0.3026757652615549,0.33516593663412003,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,5,root,0.2,1.0,0.8,0.5074196065972848,0.002684271146591812,0.06344942010390331,0.0025850811184423153,0.5047353354506929,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,5,branch,0.2,0.0,-0.2,0.3375892456650886,0.0,-0.10638094082829291,-9.919002814949665e-05,0.3375892456650886,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_82,5,branch,0.2,0.0,-0.2,0.3986383519834437,0.11876289629127999,-0.045331834509937774,0.1186637062631305,0.2798754556921637,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,5,branch,0.2,0.0,-0.2,0.41688623089437543,0.30238326196835963,-0.02708395559900606,0.3022840719402101,0.1145029689260158,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_82,5,branch,0.2,0.0,-0.2,0.3490870064019301,0.13426759209675207,-0.09488318009145141,0.13416840206860256,0.214819414305178,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,6,root,0.4,1.0,0.6,0.5257441213324178,0.012819259603062919,0.01832451473513297,0.010134988456471107,0.5129248617293548,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_82,6,branch,0.4,1.0,0.6,0.4948169411346558,0.2651521188379376,-0.012602665462629004,0.2624678476913458,0.2296648222967182,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,6,branch,0.4,0.0,-0.4,0.39354917777859305,0.0,-0.11387042881869175,-0.002684271146591812,0.39354917777859305,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,6,branch,0.4,0.0,-0.4,0.47703690399739723,0.0,-0.030382702599887568,-0.002684271146591812,0.47703690399739723,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_82,6,branch,0.4,0.0,-0.4,0.3680532704823052,0.34657359057219694,-0.13936633611497962,0.34388931942560513,0.02147967991010824,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_82,7,root,0.8,1.0,0.19999999999999996,0.5964594187121931,0.03707474413146048,0.07071529737977533,0.024255484528397563,0.5593846745807326,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_82,7,branch,0.8,1.0,0.19999999999999996,0.5319393339923366,0.11360294875348632,0.006195212659918847,0.1007836891504234,0.4183363852388503,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_82,7,branch,0.8,1.0,0.19999999999999996,0.5233907190133273,0.22846509790521166,-0.002353402319090425,0.21564583830214873,0.2949256211081157,Personal Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_82,7,branch,0.8,0.0,-0.8,0.48684262388314803,0.2911015669450099,-0.03890149744926974,0.278282307341947,0.19574105693813815,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_82,7,branch,0.8,1.0,0.19999999999999996,0.5111576433221268,0.6234428725631941,-0.014586478010291004,0.6106236129601311,-0.11228522924106732,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_82,8,root,0.2,1.0,0.8,0.5343534319696541,0.2691601143377655,-0.06210598674253898,0.23208537020630501,0.26519331763188864,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_82,8,branch,0.2,0.0,-0.2,0.5039500360587528,0.39577756336598025,-0.09250938265344033,0.35870281923451974,0.10817247269277253,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_82,8,branch,0.2,0.0,-0.2,0.45934585205355694,0.0,-0.13711356665863617,-0.03707474413146048,0.45934585205355694,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_82,8,branch,0.2,0.0,-0.2,0.4303313278027651,0.32330193966168735,-0.16612809090942798,0.28622719553022685,0.10702938814107776,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_82,8,branch,0.2,0.0,-0.2,0.47228535828566964,0.10420837591016681,-0.12417406042652346,0.06713363177870632,0.36807698237550285,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_64,2,root,0.4,0.0,-0.4,0.4551426427316291,0.41265204646400067,0.0,0.0,0.04249059626762841,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_64,2,branch,0.4,1.0,0.6,0.42893609646354225,0.42452979950346337,0.0,0.0,0.0044062969600788815,Credibility Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_64,2,branch,0.4,0.0,-0.4,0.3481297635890404,0.22992252799392002,0.0,0.0,0.11820723559512039,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_64,2,branch,0.4,1.0,0.6,0.46537932106351765,0.39227598060349356,0.0,0.0,0.07310334046002409,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_64,2,branch,0.4,0.0,-0.4,0.396540681204878,0.3285124162732438,0.0,0.0,0.06802826493163422,Logical Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_64,3,root,0.2,0.0,-0.2,0.4532575307367476,0.45402133727370997,-0.0018851119948814499,0.0413692908097093,-0.0007638065369623415,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,3,branch,0.2,1.0,0.8,0.42348856728606366,0.0,-0.03165407544556542,-0.41265204646400067,0.42348856728606366,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,3,branch,0.2,0.0,-0.2,0.3529295812065468,0.0,-0.10221306152508225,-0.41265204646400067,0.3529295812065468,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,3,branch,0.2,0.0,-0.2,0.42706233473339683,0.0,-0.028080307998232246,-0.41265204646400067,0.42706233473339683,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,3,branch,0.2,0.0,-0.2,0.4687815525506642,0.10491428937070436,0.01363890981903515,-0.3077377570932963,0.3638672631799599,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,4,root,0.0,0.0,0.0,0.5341664531106255,0.025086146205810685,0.08090892237387787,-0.4289351910678993,0.5090803069048148,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,4,branch,0.0,0.0,0.0,0.4847556346568096,0.34179875828155226,0.03149810392006197,-0.1122225789921577,0.14295687637525734,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,4,branch,0.0,0.0,0.0,0.45707501251229465,0.0,0.003817481775547027,-0.45402133727370997,0.45707501251229465,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,4,branch,0.0,0.0,0.0,0.39680384517404255,0.2989437351634742,-0.05645368556270508,-0.15507760211023575,0.09786011001056832,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,4,branch,0.0,0.0,0.0,0.4008289962448765,0.17676807922529172,-0.052428534491871126,-0.27725325804841827,0.22406091701958478,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,5,root,0.0,0.0,0.0,0.3609656391292324,0.0021836148718255015,-0.1732008139813931,-0.022902531333985184,0.3587820242574069,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,5,branch,0.0,0.0,0.0,0.49183191992527386,0.16896832230327669,-0.04233453318535163,0.143882176097466,0.3228635976219972,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,5,branch,0.0,0.0,0.0,0.4804772439182961,0.22094910643274834,-0.05368920919232939,0.19586296022693767,0.25952813748554776,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,5,branch,0.0,0.0,0.0,0.43306559040442555,0.44990032662975454,-0.10110086270619995,0.42481418042394387,-0.016834736225328994,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,5,branch,0.0,0.0,0.0,0.41553466220774987,0.0,-0.11863179090287562,-0.025086146205810685,0.41553466220774987,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,6,root,0.2,0.0,-0.2,0.5024882184333724,0.019894476288959823,0.14152257930414003,0.01771086141713432,0.48259374214441264,Foot in the Door,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_64,6,branch,0.2,1.0,0.8,0.43875545478425854,0.2651521188379376,0.07778981565502613,0.2629685039661121,0.17360333594632094,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_64,6,branch,0.2,0.0,-0.2,0.4930376973112899,0.17676807922529172,0.13207205818205747,0.17458446435346622,0.3162696180859982,Task Related Inquiry,Exploration,Hesitance,Evasion
Qwen3-8B,persona_64,6,branch,0.2,0.0,-0.2,0.46074995603966457,0.4225235528939941,0.09978431691043216,0.4203399380221686,0.03822640314567044,Personal Story,Core Persuasion,Hesitance,Evasion
Qwen3-8B,persona_64,6,branch,0.2,0.0,-0.2,0.5361086574341826,0.4255548595574911,0.17514301830495016,0.4233712446856656,0.11055379787669145,Self Modeling,Action Facilitation,Hesitance,Evasion
Qwen3-8B,persona_64,7,root,0.0,0.0,0.0,0.5557769807105223,0.09351410945397144,0.05328876227714985,0.07361963316501162,0.46226287125655086,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,7,branch,0.0,0.0,0.0,0.6130060309355573,0.0,0.11051781250218484,-0.019894476288959823,0.6130060309355573,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,7,branch,0.0,0.0,0.0,0.4799239740016941,0.23104906038146464,-0.022564244431678315,0.21115458409250482,0.24887491362022948,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,7,branch,0.0,0.0,0.0,0.4739267290715727,0.0,-0.028561489361799752,-0.019894476288959823,0.4739267290715727,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,7,branch,0.0,0.0,0.0,0.510974374852099,0.0,0.00848615641872652,-0.019894476288959823,0.510974374852099,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,8,root,0.0,0.0,0.0,0.46423444831015315,0.10617901192175822,-0.09154253240036914,0.012664902467786773,0.35805543638839493,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,8,branch,0.0,0.0,0.0,0.4792989360986561,0.0,-0.07647804461186619,-0.09351410945397144,0.4792989360986561,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,8,branch,0.0,0.0,0.0,0.4344631131729341,0.49325973372355486,-0.12131386753758816,0.39974562426958343,-0.05879662055062074,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,8,branch,0.0,0.0,0.0,0.4310198653289756,0.09701656529115109,-0.12475711538154666,0.0035024558371796466,0.3340033000378245,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,8,branch,0.0,0.0,0.0,0.5085576777047359,0.47086386924408885,-0.04721930300578636,0.3773497597901174,0.03769380846064707,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_64,9,root,0.0,0.0,0.0,0.48485395580777835,0.03501368039618998,0.0206195074976252,-0.07116533152556823,0.4498402754115884,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,9,branch,0.0,0.0,0.0,0.5054648425137489,0.20120959944800523,0.041230394203595755,0.09503058752624702,0.3042552430657437,Task Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,9,branch,0.0,0.0,0.0,0.5305224000202665,0.18390793864148056,0.06628795171011337,0.07772892671972234,0.34661446137878593,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,9,branch,0.0,0.0,0.0,0.5009163642147596,0.09701656529115109,0.036681915904606455,-0.009162446630607127,0.4038997989236085,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_64,9,branch,0.0,0.0,0.0,0.43570720162243737,0.19406771129667325,-0.02852724668771578,0.08788869937491503,0.24163949032576412,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,10,root,0.0,0.0,0.0,0.47411954693790087,0.002546952312559614,-0.010734408869877476,-0.03246672808363037,0.47157259462534123,Foot in the Door,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,10,branch,0.0,0.0,0.0,0.5295088581751538,0.08951172806450138,0.04465490236737546,0.05449804766831139,0.43999713011065245,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,10,branch,0.0,0.0,0.0,0.4964547445821335,0.11317991992861702,0.011600788774355164,0.07816623953242705,0.3832748246535165,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,10,branch,0.0,0.0,0.0,0.5266239457970119,0.16976987989292552,0.041769989989233536,0.13475619949673553,0.35685406590408636,Self Modeling,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_64,10,branch,0.0,0.0,0.0,0.4295821554677513,0.10491428937070436,-0.055271800340027044,0.06990060897451439,0.32466786609704695,Source Related Inquiry,Exploration,Information Inquiry,Evasion
Qwen3-8B,persona_58,2,root,0.6,1.0,0.4,0.4545722572375657,0.36252322049573815,0.0,0.0,0.09204903674182757,Logical Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_58,2,branch,0.6,0.0,-0.6,0.4655607839304855,0.5294573040156666,0.0,0.0,-0.0638965200851811,Greeting,Exploration,Others,Evasion
Qwen3-8B,persona_58,2,branch,0.6,0.0,-0.6,0.42165055634232435,0.22842908531762637,0.0,0.0,0.19322147102469797,Foot in the Door,Action Facilitation,Others,Evasion
Qwen3-8B,persona_58,2,branch,0.6,1.0,0.4,0.45120511381893896,0.2299503454797742,0.0,0.0,0.22125476833916477,Emotion Appeal,Core Persuasion,Others,Evasion
Qwen3-8B,persona_58,2,branch,0.6,1.0,0.4,0.3445785972175429,0.2388620007549667,0.0,0.0,0.10571659646257622,Personal Story,Core Persuasion,Others,Evasion
Qwen3-8B,persona_58,3,root,0.4,1.0,0.6,0.5897283389476505,0.3965710276035904,0.1351560817100848,0.03404780710785227,0.1931573113440601,Credibility Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,3,branch,0.4,0.0,-0.4,0.34641997907097233,0.0,-0.1081522781665934,-0.36252322049573815,0.34641997907097233,Donation Information,Action Facilitation,Information Inquiry,Evasion
Qwen3-8B,persona_58,3,branch,0.4,0.0,-0.4,0.40656261227822554,0.25738400958610974,-0.04800964495934018,-0.10513921090962841,0.1491786026921158,Emotion Appeal,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,3,branch,0.4,1.0,0.6,0.3650260712135075,0.24451198121656081,-0.08954618602405823,-0.11801123927917734,0.12051408999694668,Personal Story,Core Persuasion,Information Inquiry,Evasion
Qwen3-8B,persona_58,3,branch,0.4,0.0,-0.4,0.46919851970897386,0.40862812932249876,0.014626262471408136,0.046104908826760604,0.060570390386475104,Logical Appeal,Core Persuasion,Information Inquiry,Evasion
